seg_id,env,source_file,gesture_name,label,duration_ms,npy_path,MAV_CH1,MAV_CH3,MAV_CH5,WL_CH1,WL_CH3,WL_CH5,Ratio_CH1,Ratio_CH3,Ratio_CH5,stratify_key,split
base_1-1_seg000,base,1-1.csv,1,0,569.0,processed/segments/base/1-1_seg000.npy,0.0195369894032722,0.0078905794780345,0.0203204919730935,17.00610598260716,7.716962070727747,18.21146822533376,0.4355037154299944,0.1556848401987034,0.4088114443713022,base_1,train
base_1-1_seg001,base,1-1.csv,1,0,223.0,processed/segments/base/1-1_seg001.npy,0.0297725674303056,0.0110167112851688,0.0247094240261275,24.935889700883305,11.208410337181178,23.40966942271924,0.4898972435996087,0.1533818060403398,0.3567209503600514,base_1,train
base_1-1_seg002,base,1-1.csv,1,0,496.0,processed/segments/base/1-1_seg002.npy,0.0199318917312015,0.0119128503436641,0.0227000780316626,17.884465824452512,10.095905126654696,20.08388115551374,0.4045958585681087,0.1966262125299162,0.3987779289019749,base_1,train
base_1-1_seg003,base,1-1.csv,1,0,752.0,processed/segments/base/1-1_seg003.npy,0.0081392983443736,0.006387733725352,0.0069740300344209,7.33719182609605,4.988480514287418,6.0972448190106,0.4217912341288114,0.2761734811552597,0.3020352847159288,base_1,test
base_1-1_seg004,base,1-1.csv,1,0,513.0,processed/segments/base/1-1_seg004.npy,0.0224985358847116,0.0122093826089395,0.025084518471932,21.17234950402884,11.073600014195572,23.10777411014671,0.4068670318374802,0.1944203454183221,0.3987126227441977,base_1,train
base_1-1_seg005,base,1-1.csv,1,0,760.0,processed/segments/base/1-1_seg005.npy,0.0235677072648176,0.013754771032156,0.0280489409625502,21.62384436788654,11.7058762436024,25.8556693395971,0.3756573833083308,0.1944819134871752,0.4298607032044938,base_1,train
base_1-1_seg006,base,1-1.csv,1,0,388.0,processed/segments/base/1-1_seg006.npy,0.0310435429876766,0.0146430440708479,0.0306213624969805,26.17968209925227,12.8179166923921,28.464109393374677,0.4333139518620469,0.1814281494518169,0.3852578986861362,base_1,train
base_1-1_seg007,base,1-1.csv,1,0,554.0,processed/segments/base/1-1_seg007.npy,0.0098219621384982,0.0081136273489611,0.0082946692269632,8.834560087825508,6.321290655944887,7.253058743368113,0.4398250405823128,0.2765840625449013,0.2835908968727859,base_1,test
base_1-1_seg008,base,1-1.csv,1,0,506.0,processed/segments/base/1-1_seg008.npy,0.0190354988778651,0.0120590498005603,0.0263201949634795,16.50151309060477,11.453708065123356,22.351509439652343,0.3398509708790198,0.1874680363807482,0.472680992740232,base_1,train
base_1-1_seg009,base,1-1.csv,1,0,11.0,processed/segments/base/1-1_seg009.npy,0.0062841899966172,0.0058827247124717,0.0063050344774646,4.038235386696214,6.273730192954257,5.60585373929535,0.3727155929992391,0.289409849499024,0.3378745575017368,base_1,train
base_1-1_seg010,base,1-1.csv,1,0,680.0,processed/segments/base/1-1_seg010.npy,0.0254927534353647,0.0139319177062484,0.0314127050414304,23.218569701641368,11.420727120563557,29.124383622181742,0.3582550742746379,0.1911680367545215,0.4505768889708406,base_1,test
base_1-1_seg011,base,1-1.csv,1,0,302.0,processed/segments/base/1-1_seg011.npy,0.0106708693130488,0.0059927939595686,0.0067280820440697,10.19659337676894,5.59997203356594,6.6306830905336085,0.5070890977420244,0.2330666234575154,0.2598442788004601,base_1,train
base_1-1_seg012,base,1-1.csv,1,0,959.0,processed/segments/base/1-1_seg012.npy,0.0194250833740315,0.0110553832265598,0.0202477844300855,18.214082384082634,10.009047854015035,19.217454894444575,0.3978008076881818,0.1954870513534859,0.4067121409583322,base_1,train
base_1-1_seg013,base,1-1.csv,1,0,800.0,processed/segments/base/1-1_seg013.npy,0.0100701618930755,0.0068883393813619,0.0077931948471422,8.952605044813936,5.482166792831249,6.82528384867578,0.4614857179543434,0.2499982936791647,0.2885159883664918,base_1,train
base_1-1_seg014,base,1-1.csv,1,0,763.0,processed/segments/base/1-1_seg014.npy,0.0220713088229251,0.0104822404571848,0.0177726050714234,18.873866677126244,9.337949020593015,16.290724932742574,0.4827325655123765,0.1804312356959275,0.3368361987916958,base_1,train
base_1-1_seg015,base,1-1.csv,1,0,207.0,processed/segments/base/1-1_seg015.npy,0.0126085062070075,0.0063819372637164,0.0076105369604173,11.409048610913974,5.489267269748436,6.652401741368273,0.5371729420141521,0.2129287617246597,0.2498982962611881,base_1,train
base_1-1_seg016,base,1-1.csv,1,0,260.0,processed/segments/base/1-1_seg016.npy,0.0235956950135038,0.014625160806906,0.0299253655778073,20.458591095839903,13.754309964956446,27.800984513715814,0.3719696524405219,0.19968407141099,0.4283462761484881,base_1,train
